case_id,semantic_family,length_level,templated_prompt_tokens,generated_token_count,generated_token_hash,sanity_label,sanity_reason,source_sha256,derivation_id,analysis_code_version,source_evidence_class,derived_evidence_class,protocol,authority_scope
02-formal-b8,formal logic / proof-style reasoning,8,374,64,35f4cc2215904c67,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
03-science-b1,physics / scientific reasoning,1,154,64,cf2e03b001c01a2c,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
03-science-b2,physics / scientific reasoning,2,192,64,8c80324509f10957,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
03-science-b3,physics / scientific reasoning,3,225,64,0563d754b22da60f,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
03-science-b4,physics / scientific reasoning,4,270,64,25c25e1ff7497d06,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
03-science-b5,physics / scientific reasoning,5,300,64,061d9b0bcebb0d83,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
03-science-b6,physics / scientific reasoning,6,320,64,027a1b34424b9c49,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
03-science-b7,physics / scientific reasoning,7,356,64,2eaa9baf3b085445,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
03-science-b8,physics / scientific reasoning,8,375,64,2a6045d44389a888,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
04-factual-b1,factual / explanatory knowledge,1,165,64,b333b32aa06cf02f,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
04-factual-b2,factual / explanatory knowledge,2,199,64,4b9b37c179ae6870,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
04-factual-b3,factual / explanatory knowledge,3,215,64,36135a5eff9e3da9,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
04-factual-b4,factual / explanatory knowledge,4,254,64,3d06d972f42d082e,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
04-factual-b5,factual / explanatory knowledge,5,279,64,35be7669abb1d1e6,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
04-factual-b6,factual / explanatory knowledge,6,323,64,c2bae1fc7af5df27,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
04-factual-b7,factual / explanatory knowledge,7,357,64,294c94e4c9fb3e4a,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
04-factual-b8,factual / explanatory knowledge,8,386,64,8283dc1965f9ee92,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
05-codegen-b1,code generation,1,168,64,c47f8bd7b09ed5b1,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
05-codegen-b2,code generation,2,203,64,2d4d03e38200372e,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
05-codegen-b3,code generation,3,233,64,75ee859020e23084,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
05-codegen-b4,code generation,4,263,64,f1aea6ae360421c9,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
05-codegen-b5,code generation,5,278,64,d1a8c2c450d849c9,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
05-codegen-b6,code generation,6,314,64,6313d0d3d61bc0ad,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
05-codegen-b7,code generation,7,356,64,127a2e48c0332690,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
05-codegen-b8,code generation,8,392,64,cf6001eb6339d5ac,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
06-debug-b1,debugging / code review,1,165,64,c07cc522ad5d2e46,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
06-debug-b2,debugging / code review,2,191,64,cc4845ed77613ddc,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
06-debug-b3,debugging / code review,3,229,64,76a2f267336ab441,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
06-debug-b4,debugging / code review,4,278,64,91629dd45750bd4c,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
06-debug-b5,debugging / code review,5,280,64,9d5acf92766d1d55,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
06-debug-b6,debugging / code review,6,320,64,f12d54aca98d7bf4,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
06-debug-b7,debugging / code review,7,367,64,046ff1c53e6b81b4,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
06-debug-b8,debugging / code review,8,376,64,e571c5952161687d,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
07-algorithms-b1,algorithms / data-structure reasoning,1,175,64,892dae8618b72496,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
07-algorithms-b2,algorithms / data-structure reasoning,2,194,64,2689878a1ac50d39,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
07-algorithms-b3,algorithms / data-structure reasoning,3,227,64,45106a948b6061ce,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
07-algorithms-b4,algorithms / data-structure reasoning,4,255,64,0e630cb8407a3c54,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
07-algorithms-b5,algorithms / data-structure reasoning,5,281,64,b21bad24cbc9f64b,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
07-algorithms-b6,algorithms / data-structure reasoning,6,324,64,a8b12f8faa2f6cdf,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
07-algorithms-b7,algorithms / data-structure reasoning,7,371,64,3dc8958903e3a766,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
07-algorithms-b8,algorithms / data-structure reasoning,8,408,64,82778fddefb291c5,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
08-summary-b1,summarization / synthesis,1,177,64,be71a222d22e875f,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
08-summary-b2,summarization / synthesis,2,211,64,bf8ab7b78ff6b46a,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
08-summary-b3,summarization / synthesis,3,226,64,179fbe349148ac9b,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
08-summary-b4,summarization / synthesis,4,247,64,e407097d6b817512,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
08-summary-b5,summarization / synthesis,5,294,64,a9d745de570c838f,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
08-summary-b6,summarization / synthesis,6,318,64,f8fa7e342aa39ba2,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
08-summary-b7,summarization / synthesis,7,337,64,f0be68172b374c06,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
08-summary-b8,summarization / synthesis,8,412,64,05d8d4f50b39a457,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
09-extract-b1,structured extraction / transformation,1,183,64,8d163e9ffb0ece4a,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
09-extract-b2,structured extraction / transformation,2,235,64,61f656b94eb9e3ec,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
09-extract-b3,structured extraction / transformation,3,263,64,8a35877a8151aded,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
09-extract-b4,structured extraction / transformation,4,286,64,742f337efbb7b18b,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
09-extract-b5,structured extraction / transformation,5,303,64,d3731c00c64b6065,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
09-extract-b6,structured extraction / transformation,6,329,64,ad4574f97e01c759,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
09-extract-b7,structured extraction / transformation,7,352,64,5cfaf997e28a4b59,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
09-extract-b8,structured extraction / transformation,8,393,64,689bbb2bff04ac57,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
10-planning-b1,planning / constraint satisfaction,1,172,64,8555e60cd8bdb5e1,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
10-planning-b2,planning / constraint satisfaction,2,219,64,3ba3f7505e679e16,COHERENT_RELEVANT,,"[""6bfb9b5bd818cf5cd16554067469c8832bd9355fb5a516a23557b831a37e1489""]",issue105-semantic-sanity-v1,358252aa6fc89c60a527f74f00fef8c28860bc7d,SEMANTIC_SANITY,SEMANTIC_SANITY,issue102_full_prompt,issue102_full_prompt
